text,label,category,title,url,source
"May ipinakakalat na Facebook video na ipinagmumukhang sinalubong ng overseas Filipino workers ang paglaya raw ni dating pangulong Rodrigo Duterte sa International Criminal Court. Hindi ito totoo. Ang video ay kinuhanan noong pro-Duterte prayer rally sa Italy noong March 16, limang araw pagtapos arestuhin si Duterte sa Manila papuntang Netherlands, kung saan nananatili siyang nakadetena pagtapos tanggihan ng ICC noong Nov. 28 na palayain siya pansamantala. Ini-upload noong Dec. 10 ang video na may nakasulat na: “Magagalit na naman ang mga loyalist ngayon.” At may reaction ng lalaking nagsasabing: “Good news, mga kababayan! Ngayong araw ang release ni former president Rodrigo Roa Duterte. Kaya maraming tao dito sa ICC dahil release ni tatay Digong para makauwi na siya sa Davao. At siguradong magagalit na naman ang mga loyalist ngayon. At kung ikaw ay solid Duterte [supporter], paki-share na lang [at] comment. Salamat!” Ang video ay galing sa TikTok noong March 17 at may nakasulat na: “Filipinos in Milan, Italy.” Ang iba pang video ng parehong prayer rally sa Italy ay ini-upload sa YouTube at Facebook. Kinumpirma naman ng mga balita na may mga OFW sa Italy na nagprotesta noong March 16 dahil sa pag-aresto kay Duterte, na nananatiling nakadetena sa Netherlands habang hinihintay ang paglilitis sa mga kaso ng libo-libong pinatay sa drug war noong pangulo siya. Ang video ay ipinakalat pagtapos tanggihan ng ICC ang pakiusap ng mga abogado ni Duterte na palayain siya pansamantala. Ang video ay ini-upload ni Aguila ng Maynila Vlogger at may lagpas 1,000,000 views, 35,700 reactions, 10,000 shares at 6,500 comments.",Fake,fake,"2FACT CHECK: Video ng OFW rally, PINAGMUKHANG nakalaya na si DuterteBy VERA Files | Dec 19, 2025",https://verafiles.org/articles/fact-check-video-ng-ofw-rally-pinagmukhang-nakalaya-na-si-duterte,Vera Files
"May Facebook video na nagsasabing makakatanggap ng ₱100,000 na ayuda taon-taon ang mga magulang ng mga person with disability (PWD) sa pamamagitan ng pagre-register sa mga link na nasa caption ng video. Peke ito. Ang video ay ginawa gamit ang AI o artificial intelligence. Ini-upload noong Nov. 29 ang video na pinagmumukhang balita at may babaeng “anchor” na nagsasabing: “Lahat ng may anak na PWD, makakatanggap ng one hundred thousand kada taon.Magpalista lang sa link na nasa post namin nationwide. Salamat po.” Tatlo pang page ang nag-post ng parehong video at caption na may tatlong link na para daw sa requirements at registration form. May mga palatandaang ginawa ng AI ang video: Ang video ay isinalang ng VERA Files sa AI detection tool na Hive Moderation, at nakitang 99.1% ng video ang malamang na ginawa ng AI. Ang boses din ng nagbabalita ay gawa ng Google AI, na nahuli ng mismong AI detection tool ng Google na SynthID (bukod sa kitang-kita ang watermark na “Veo” sa buong video). Lahat ng link sa caption ng video ay clickbait lang sa dalawang online selling website, na karaniwang modus para mag-promote ng produkto. Ang video ay pinakalat pagkatapos sabihin ng DSWD at Council on Disability Affairs noong Nov. 20 na tuloy ang pamimigay ng unified identification system sa buong bansa para ayusin ang pagpaparehistro, pagpapatunay at pagpoprotekta sa mga PWD. Ang video ay ini-upload ng Facebook page na Pilipinas Newsline (ginawa noong Oct. 20) at may lagpas 2,500 views, 100 shares, 10 comments at 10 reactions. Ang ibang na-delete na kopya ng video na ini-upload ng Nagkakaisang Pilipino, Edukasyon News Ph: News Updates Today at Pinoy Newswire ay mas kumalat pa.",Fake,fake,"3FACT CHECK: GAWANG-AI and video na nagsasabing may ₱100K ayuda para sa PWDsBy VERA Files | Dec 15, 2025",https://verafiles.org/articles/fact-check-gawang-ai-and-video-na-nagsasabing-may-100k-ayuda-para-sa-pwds,Vera Files
"May pinakakalat na quote card na sinabi raw ng DTI secretary Cristina Roque na puwede namang magsardinas kaysa mag-ham sa noche buena. Peke ito. Walang patunay ang mga nag-post ng quote card. Hindi ito sinabi ng sekretarya o ng kahit sino sa Department of Trade and Industry. Hindi rin ito ibinalita ng kahit anong mapagkakatiwalaang media. Ini-upload noong Dec. 8 ang picture ng DTI secretary na may hawak na de-latang sardinas at may nakasulat na: “KUNG PWEDE NAMAN KAYO MAG SARDINAS SA NOCHE BUENA BAKIT PA KAYO MAG HA-HAM? KALABISAN NA YUN! – DTI SEC CRISTINA ROQUE” Lima pang Facebook post ang may kagayang quote card, at isa lang ang nagsabing katuwaan lang ito. Kaya lalong napaniwala ang maraming netizen na sinabi talaga ito ng DTI secretary, at hinamon siyang maghanda ng sardinas sa noche buena. Walang post tungkol sa “sardinas sa noche buena” ang official Facebook page ng DTI at ni Christina Aldeguer-Roque. Wala ring sardinas sa noche buena guide ng DTI na paulit-ulit binabanggit ng sekretarya mula nang batikusin ang sinabi niyang kasya ang 500 pesos pang-noche buena. Ilan sa mga nasa noche buena guide ang ham, fruit cocktail, all-purpose cream, nata de coco, kaong, keso de bola, cheese, mayonnaise, sandwich spread, macaroni, spaghetti at tomato sauce. Ang mga picture ng DTI secretary na pinagmumukhang inirerekomenda niyang magsardinas na lang sa noche buena ay galing sa Facebook page na Proud Bisaya Bai noong Nov. 13, dalawang linggo bago niya sinabing kasya ang 500 pesos pang-noche buena ng pamilyang may tatlong miyembro. Sa mga picture ay ipinakikita ang DTI secretary na sinisiguro ang tamang pagpepresyo ng isang supermarket sa Cebu City noong Nov. 13, pagtapos ipagbawal sa buong Pilipinas ang pagtaas ng presyo ng mahahalagang produkto sa loob ng dalawang buwan dahil sa sunod-sunod na mga kalamidad sa Visayas noong November. Ang iba pang picture ng DTI secretary sa harap ng estante ng mga de-lata ay ini-upload naman ng Philippine Information Agency – Region 7 noong Nov. 14. Pinasinungalingan din ng VERA Files ang naunang quote card ni Roque kung saan binawi niya at humingi ng paumanhin sa sinabi niyang kasya ang 500 pesos pang-noche buena. Ang quote card tungkol sa sardinas na ini-upload ni Facebook user Bert Vibes (ginawa noong Nov. 2, 2018) at page na Philippine Savers & Investors Guide (Feb. 5, 2019) at Pinoy Celebrity News (June 21, 2017) ay may pinagsamang lagpas 22,780 reactions, 9,080 comments at 3,620 shares.",Fake,fake,"4FACT CHECK: PEKE ang post na sinabi raw ng DTI secretary na magsardinas sa noche buenaBy VERA Files | Dec 13, 2025",https://verafiles.org/articles/fact-check-peke-ang-post-na-sinabi-raw-ng-dti-secretary-na-magsardinas-sa-noche-buena,Vera Files
"May Facebook page na nagsasabing lalaya na raw sa pagkakadetena sa International Criminal Court si dating pangulong Rodrigo Duterte dahil sa resulta ng medical exam na ginawa ng “ICC chief medical officer”. Peke ito. Noong Dec. 6 ay kinumpirma ng abogado ni Duterte na si Nicholas Kaufman na “the defense has been provided with the reports of the court-appointed panel of experts (binigyan sila ng medical results galing sa mga ekspertong pinili ng ICC).” Pero inilinaw niyang “confidential” o hindi isinasapubliko ang medical result. Ang pekeng quote card ay ini-upload noong Dec. 3, dalawang araw bago ang deadline ng ICC para makompleto ang mga ekspertong titingin sa kondisyon ni Duterte. Ayon sa quote card, sinabi raw ni “ICC chief medical officer Dr. Steven Wolfe” na: “After examining former President Rodrigo Duterte, I confirm that he is experiencing advanced symptoms of Ligma Degenerative Syndrome (LDS), a condition causing cardiovascular instability, limited mobility, and rapid stress-related deterioration. Given his age and the progression of LDS, continued ICC detention poses serious medical risks and will likely worsen his condition. He requires a stable, familiar environment that cannot be provided within the facility. For humanitarian and medical reasons, I strongly recommend his immediate release. It would be in his best interest to spend Christmas in Davao with his family, where emotional support and reduced stress can help stabilize his health.” (Sa check-up ko kay pangulong Duterte, nakumpirmang nakararanas siya ng malalang sintomas ng LDS o sakit na nagdudulot ng komplikasyon sa puso, mahirap na paggalaw at mabilisang paghina dahil sa pagod. Dahil sa katandaan ni Duterte at paglala ng LDS, nanganganib siya kung patuloy siyang nakadetena sa ICC. Kailangan niya ng pamilyar na lugar na hindi nabibigay ng ICC. Para sa makatao at pangkalusugang dahilan, mariin kong inirerekomenda ang agaran niyang paglaya. Ikabubuti ng kalusugan niya kung magpa-Pasko siya sa Davao, kasama ang pamilya niyang susuportahan siya.) Hanggang nitong Dec. 8 ay hindi isinasapubliko ng ICC ang medical result ni Duterte. Binuo ng ICC ang grupo ng iba’t ibang eksperto sa pag-iisip para tingnan ang kakayanan ni Duterte na harapin ang korte. Natapos ang pagbuo ng grupo noong Nov. 14, pagtapos palitan ang dalawang eksperto. Mga palatandaang peke ang quote card: Ang quote card ay ini-upload limang araw pagtapos hindi payagan ng ICC ang pakiusap na pansamantalang makalaya si Duterte. Ang quote card ay ini-upload ng FB page na Duterte Supporter Daily News (ginawa noong March 24, 2025) at may lagpas 27,000 reactions, 12,000 shares at 4,300 comments. Aminado ang Duterte Supporter Daily News na ang page ay para sa katuwaan lang. Pero hindi nito nilinaw na ang mismong quote card ay katuwaan lang, kaya lalo nitong napaniwala ang ibang netizen.",Fake,fake,"5FACT CHECK: PEKE ang kumakalat na “medical result” ni DuterteBy VERA Files | Dec 10, 2025",https://verafiles.org/articles/fact-check-peke-ang-kumakalat-na-medical-result-ni-duterte,Vera Files
"Click “Read Now” to view the guide in full screen, to go back to original view click the [ ] full screen icon. (Guided by the code of principles of the International Fact-Checking Network at Poynter, VERA Files tracks the false claims, flip-flops, misleading statements of public officials and figures, and debunks them with factual evidence. Find out more about this initiative and our methodology.)",Fake,fake,verafied-diy-guide-fact-checking-and-fighting-misinformation,https://verafiles.org/articles/verafied-diy-guide-fact-checking-and-fighting-misinformation,Vera Files
"The annual procession of Jesus Nazareno, also known as the Black Nazarene, held every 9th of January on the streets of Quiapo in Manila is an awesome scene of deep faith and devotion, not many can fully understand. The “sea of humanity” is a staggering sight. The emotion and passion of the devotees are mystifying. This year’s raucous celebration caused injury to many devotees. A photojournalist died from a heart attack. Photos and videos by Bullit Marquez for VERA Files",Fake,fake,"Feast of Jesus Nazareno: An unfathomable show of faith and devotionThe annual procession of Jesus Nazareno, also known as the Black Nazarene, held every 9th of January on the streets of Quiapo in Manila is an awesome scene of deep faith and devotion, not many can fully understand.ByBullit Marquez|Jan 12, 2026|1-minute readKEEP READING",https://verafiles.org/articles/feast-of-jesus-nazareno-an-unfathomable-show-of-faith-and-devotion,Vera Files
"Habitually every now and then, they re-appear in the national discourse as complainants in cases they maliciously conjure up against the Duterte opposition. Let us review their records because very soon they will reprise those roles again. Jacinto “Jing” Paras and Michael “Mike” Defensor will be the signatories to the impeachment complaint that will be filed against Ferdinand Marcos Jr. in the House. The drama has already been choreographed. The endorsers will be representatives Kiko Barzaga of Cavite and Richelle Singson Michael of the Ako Ilocano Ako party list. Notice the Singson involvement as key: Richelle is the daughter of the 83-year old Chavit. There are two other Singsons in the House: Ilocos Sur 1st district’s Ronald Singson (Chavit’s son) and the 2nd district’s Kristine Singson Meehan, daughter of Candon City mayor Eric Singson, Chavit’s cousin. With all his sour grapes, Chavit will make full use of his machinery that journalism professor Danilo Arao calls as the super-obese political dynasty of the Philippines. Chavit’s hand behind the complaint will probably be a factor that will spell its doom. He had just called for people power against Marcos Jr. and was rebuffed – the proper word is ignored – by the Filipino public. That is worse than being booed. But it is the presence of Paras and Defensor that makes this complaint farcical. Farce has always been their cottage industry. Paras was once Negros Oriental representative, and played a succession of roles for Rodrigo Duterte (USec of Labor and Employment, Presidential Adviser for Political Affairs, among others). But his greatest role for Duterte was to file numerous complaints against government officials perceived as “destabilizing” the Duterte administration. With Malacañang, he filed a complaint against Overall Deputy Ombudsman Melchor Arthur Carandang for what they alleged as unlawful disclosure of Duterte’s bank transactions that amounted to billions. Paras also tagged Ombudsman Conchita Carpio Morales as the mastermind behind maneuvers against president Duterte. Asked how he knew about it, Paras said: “Because I am intelligent.” Let’s look at that claim of intelligence. In November 2017, Paras and his gang of attack dogs (Manuelito Luna, Glenn Chong, Nasser Marohomsalic) filed a case of inciting to sedition and rebellion against then senator Antonio Trillanes. Paras et al said Trillanes “encouraged the military to kill the president.” The case never prospered. But it was truly proven that Paras was a tool of Duterte in repressing political opposition. In September 2017, there was a senate hearing on the police murder of Kian de los Santos. Justice secretary Vitaliano Aguirre was being grilled. An anonymous source took a photo of Aguirre and inadvertently captured the short messages on Aguirre’s phone. Aguirre was in a message conversation with a “Cong Jing.” Cong Jing: Naturu-an na ni Hontiveros ang testigo (Hontiveros has coached the witness). Aguirre: Yon nga sinasabi ko dito. Kaya nga expedite natin cases nyo against her (That’s what I’m saying here. That’s why we must expedite your cases against her). Both Aguirre and Paras were caught in flagrante delicto – the cases they filed against the Duterte opposition were all dictated by Rodrigo Duterte. Aguirre would later file a case of wiretapping against Sen. Risa Hontiveros – for getting caught with his and Paras’s sinister agenda against Hontiveros. Mike Defensor is of a similar mold, perhaps even worse than Paras. He was Gloria Macapagal Arroyo’s secretary of Environment and Natural Resources (2004-2006). From a government regulator of mining, he became a corporate operator of mining interests after he left office. He became CEO of Pax Libera Mining, chair of NiHAO Mineral Resources Inc., chair of Geograce Resources Philippines. Those pose conflicts of interests for communities affected by mining. In 2005, he reinstated the Mineral Production Sharing Agreement of the Mindoro Nickel Project of Intex Resources that had been previously canceled by then DENR secretary Heherson Alvarez in July 2001 following public rage by local governments affected and by civil society. The impression being: what does Defensor transact behind our backs? What do we call operators like Paras and Defensor whose actions are done at the expense of ethics? Readers you supply the word. That will be the greatest infirmity of their impeachment complaint, more than having no Mary Grace Piattos as evidence. The views in this column are those of the author and do not necessarily reflect the views of VERA Files.",Fake,fake,"No need to guess the BBM impeachment complainantsChavit's hand behind the complaint will probably be a factor that will spell its doom. But it is the presence of Paras and Defensor that makes this complaint farcical. Farce has always been their cottage industry.ByAntonio J. Montalvan II|Jan 13, 2026|4-minute readKEEP READING",https://verafiles.org/articles/no-need-to-guess-the-bbm-impeachment-complainants,Vera Files
"Ngayong 2025, binantayan ng VERA Files ang mga disimpormasyong ginawa gamit ang artificial intelligence o AI. Kumpara sa nakaraang taon, dumoble at nagbago ang kalidad ng mga AI-generated at manipulated content kasabay ng pagkalat ng mga libreng teknolohiya para rito. Rumagasa ang iba’t ibang AI video at larawan tungkol sa disaster, politika, health, scams at giyera na naglayong linlangin ang mga Pinoy netizen. Sa special episode ng What The F?! Podcast, tatalakayin ng VERA Files kasama si Engr. Ben Hur Pintor – Digital security advocate at Co-founder ng Smart CT, kung paano nakakaapekto ang paglaganap ng AI sa matagal ng problema ng disimpormasyon, anu-ano ang pwedeng gawin para mapalakas ang digital literacy sa bansa at mga maaring asahan sa AI at disinformation sa mga susunod pang taon.",Fake,fake,"All Eyes on AI – Usapang Deepfakes, Disinformation at Digital LiteracySa special episode ng What The F?! Podcast, tatalakayin ng VERA Files kasama si Engr. Ben Hur Pintor – Digital security advocate at Co-founder ng Smart CT, kung paano nakakaapekto ang paglaganap ng AI sa matagal ng problema ng disimpormasyon at anu-ano ang pwedeng gawin para mapalakas ang digital literacy sa bansa.ByVERA Files|Dec 19, 2025|1-minute readKEEP READING",https://verafiles.org/articles/yearender-all-eyes-on-ai-usapang-deepfakes-disinformation-at-digital-literacy,Vera Files
"Isang online video na nag-eendorso sa kandidatura sa pagka-senador ni Christopher Lawrence “Bong” Go ang gumawa ng pahayag tungkol sa kagutuman at kahirapan na hindi suportado ng datos. Ang video, na na-post noong Dis. 5 sa pahina ng Facebook NDMstudios ngunit mula noon ay tinanggal na, ay nag tampok ng mga tagasuporta ni Pangulong Rodrigo Duterte na kumakanta ng jingle sa tono ng Bongga Ka ‘Day ng Hotdog at sinasabing: “Tapos na ang araw ng hirap at kagutom Swerte ka’t nakahagip tayo ng Digong” Pinagmulan: BONG GO NA, BAI! (Suporta para sa Kuya Bong GO), NDMstudios Facebook page, panoorin mula 1: 51-1: 55 Si Go ay dating special assistant ng Pangulo. Ang datos ng gobyerno at mga pansariling tagapagpahiwatig ay pinasisinungalingan ang pahayag; ang kahirapan at kagutuman ay hindi nabawasan at tuluyang nawala tulad ng sinasabi sa jingle. Ang ilan sa 21.9 milyon – isa sa limang Pilipino – ay mahihirap noong 2015, ipinakikita ng mga pinakabagong datos mula sa Philippine Statistics Authority (PSA). Ang datos ng Nobyembre 2018 sa multidimensional na kahirapan, mula rin sa PSA, ay nagpapakita ng mga kawalan sa mga pamilyang Pilipino sa mga tagapagpahiwatig na hindi pera tulad ng edukasyon, pabahay, kalusugan at trabaho; walang tagapagpahiwatig na sero. May nananatili ring milyun-milyong pamilyang Pilipino na itinuturing ang mga sarili na mahirap o nagsasabing naranasan nila ang gutom ng hindi kusa. Ang survey ng Social Weather Stations para sa ikatlong quarter ng taon ay natuklasan na: Mga pinagkunan ng impormasyon: NDMstudios Facebook page, BONG GO NA, BAI! (Suporta para kay Kuya Bong GO), Dec. 5, 2018 (video taken down); video may also be accessed here Philippine Statistics Authority, Filipino Families Are Most Deprived in Education, Nov. 14, 2018 Philippine Statistics Authority, Poverty Among the Basic Sectors in the Philippines, Jul. 18, 2017 Social Weather Stations, Third Quarter 2018 Social Weather Survey: Self-Rated Poverty rises to 52%, Oct. 9, 2018 Social Weather Stations, Third Quarter 2018 Social Weather Survey: Hunger rises to 13.3%, Oct. 12, 2018 Ang VERA Files Fact Check ay sumusubaybay sa mga maling salaysay at nakaliligaw na mga pahayag ng mga pampublikong opisyal at personalidad, at itinatama ang mga ito gamit ang mga tunay na ebidensya. Kami ay ginagabayan ng mga prinsipyo ng International Fact-Checking Network sa Poynter. Para sa karagdagang impormayan bisitahin ang pahinang ito.",True,true,VERA FILES FACT CHECK: Hirit ng Bong Go video tungkol sa kahirapan at gutom hindi suportado ng datos,https://verafiles.org/articles/vera-files-fact-check-hirit-ng-bong-go-video-tungkol-sa-kahi,Vera Files
"Sen. Christopher Lawrence “Bong” Go’s claim that the number of drug lords in the Philippines went down under the leadership of President Rodrigo Duterte has no basis. In a Nov. 6 statement, Go “welcomed” Vice President Leni Robredo’s decision to accept Duterte’s offer to “lead the government’s anti-illegal drug efforts.” “Ilang Presidente na ba ang dumaan? Nabawasan ba ang drug lord? Nabawasan ba ang droga? Lalong dumami. Ngayon lang po ito nabawasan nang panahon ni Pangulong Duterte (How many presidents have we had? Did the number of drug lords decrease? Did drug [use] decrease? They have further increased [in the past administrations]. It is only now during President Duterte’s term that they have gone down).” Source: Senate of the Philippines, Bong Go welcomes Robredo’s acceptance of drug czar post, Nov. 6, 2019 It is not clear where Go based his claim; neither the Dangerous Drugs Board (DDB) nor the Philippine Drug Enforcement Agency (PDEA) keeps an official list of “drug lords” in the country. The DDB — the country’s policy-making and strategy formulating body on drug prevention and control — in its latest survey on the nature and extent of drug use in the Philippines, released in 2016, mentioned the term “drug lord” only once: when it analyzed the efficiency of drug seizure protocols. It neither cited nor included a database of drug lords operating in the country. Such category is also “not included” in the board’s ongoing census on the “real nature and extent of the country’s illegal drug problem,” which is “expected” to be released in the “first quarter of 2020,” DDB media affairs and public relations head Ella Marie Dumaculangan said in a Nov. 12 text message to VERA Files. The DDB is mandated to “conduct a nationwide survey to determine drug abuse prevalence” in the country every three years. PDEA — the country’s lead anti-drug law enforcement agency — also does not have an official list of drug lords, the agency’s spokesperson Derrick Carreon told VERA Files in a phone interview on Nov. 12. However, he said they have “data on arrests of high-value targets and [those who] may be considered as drug lords.” According to Carreon, PDEA defines “high-value targets” as “those involved in the illegal drug activity, occupying such positions in the society that have a certain sphere of influence.” He said high-value targets include: “Drug lords,” on the other hand, are those who have a “sphere of influence over a certain locality” and have “control [over] the supply and the trade of [illegal] drugs,” Carreon said. They are automatically classified as “high-value” targets and can operate in “varying degrees” — from “local” to “transnational,” he added. Senate of the Philippines, Bong Go welcomes Robredo’s acceptance of drug czar post, Nov. 6, 2019 VP Leni Robredo official Facebook page, Vice President Leni Robredo addresses the media, Nov. 6, 2019 Dangerous Drugs Board, 2015 Nationwide Survey on the Nature and Extent of Drug Abuse in the Philippines Dangerous Drugs Board, Vision, Mission, Mandate Dangerous Drugs Board, DDB to provide evidence-based assessment, March 30, 2019 Official Gazette, Executive Order No. 15, March 6, 2017 Presidential Communications Operations Office, President Rodrigo Duterte, Speech during the thanksgiving dinner in Davao City, May 24, 2019 (Guided by the code of principles of the International Fact-Checking Network at Poynter, VERA Files tracks the false claims, flip-flops, misleading statements of public officials and figures, and debunks them with factual evidence. Find out more about this initiative and our methodology.)",True,true,VERA FILES FACT CHECK: Bong Go’s claim that Duterte reduced number of drug lords in PH baseless,https://verafiles.org/articles/vera-files-fact-check-bong-gos-claim-duterte-reduced-number,Vera Files
"There’s no let-up in the avalanche of fake, false, and misleading posts in social media rivalling in viciousness to the mysterious COVID-19. Since Solicitor General Jose Calida filed the quo warranto petition against ABS-CBN February 10, the DDS trolls intensified and became more active during the Senate hearing on the leading broadcast media’s franchise which is set to expire May 4. One of the posts that was shared over 6,600 times and could have reached more than 3.3 million social media users was a false quote card attributed to ABS-CBN president and chief executive officer Carlo Katigbak, who testified during the Senate hearing. A fact check by VERA Files showed that “FB page Noel Landero Sarifa, named after its owner who describes himself as a ‘Dutertard’ or supporter of President Rodrigo Duterte in his About page, posted on Feb. 25 an image of Katigbak juxtaposed with text that read: “‘Netflix and YouTube are foreign owned. Why are they being allowed in the Philippines?’ – Carlo Katigbak ABS-CBN CEO.” The post claims the statement — enclosed in quotation marks — was made directly by the television network executive. False. Katigbak did not make the statement being attributed to him. When many netizens called him out for his false post, Sarifa merely said, “the quote was a meme base (sic) on my (his) understanding.” Top sharers of the post were to “Jail Noynoy Aquino” and public FB group President Rody Duterte Facebook Arm. Read VERA Files’ Fact check on this post here: It looks like the pro-Duterte groups do not have the monopoly ofonline disinformation. VERA Files fact checked a quote card attributed to Sen. Christopher “Bong” Go saying “‘Eh ‘di bigyan natin ng Civil Service Eligibility ang mga (Then let us give Civil Service Eligibility to) Chinese workers to replace those whining government employees. I will propose that to the President.’” The quote card, which was beside the senator’s photo used in his column in the broadsheet The Daily Tribune, carried the attribution: “Bong Go, Senator of the Republic of the PHILIPPINES speaking on behalf of Chinese nationals.” VERA Files’s search yielded no such quote from the senator, who is known as the person closest to President Duterte. The fake quote card on Go made the rounds three days after his statement was published on the Senate website. News about BI employees grabbed the headlines after the agency, during a Feb. 17 Senate hearing on online gaming operations, was accused of corruption by systematically allowing easy entry of Chinese nationals into the country in exchange for money. The bribery is now known as the pastillas scheme, describing the way money is wrapped in paper like milk candy. FB page Confeermed’s fabricated quote card already got almost 5,600 FB interactions, and could have reached around 755,000 netizens. The page, plus public FB groups SEN TRILLANES POWER and VP Leni Robredo Angel Warriors International are the post’s top traffic generators. Check out VERA Files ‘ fact check here. Netizen Chesca Gabriela commented “Sabi ko na fake ito wala naman ako nakita at nabasa nito sa media. Mga ka warriors pasensiya na wag na tayo gumaya sa mga DDS. Kaya hindi ko ito pinopost eh. Kahit dami ko nakikita nagpopost nito (I sensed it was fake. I have not seen or read this in media. Fellow warriors, have patience, let’s not be like the DDS. That’s why I did not post this even if I saw that many were reposting it.)” Of course, the DDS still dominate the disinformation landscape. But there’s no excuse to spread lies, regardless of political color.",True,true,Disinformation respects no political color,https://verafiles.org/articles/disinformation-respects-no-political-color,Vera Files
"Senator Christopher “Bong” Go is the subject of a fake quote card on ABS-CBN circulating on Twitter since May 9. The image, an altered May 4 infographic by news organization One News, alleges that Go blames the media network itself for going off the air on May 5: “Wala dapat sisihin sa pagsasara ng ABS-CBN kung hindi mismo sila. Kung hindi sana nila sinaktan ang damdamin ng Presidente eh hindi na sana hahantong pa sa ganito (No one should be blamed for the shutdown of ABS-CBN but the station itself. If they didn’t hurt the President’s feelings, it wouldn’t have reached this point).” A cursory search on Google shows no record of the former special aide to the president uttering that statement on May 4 or any other day. But Go did mention the president’s “hurt feelings” during the Feb. 24 Senate hearing on ABS-CBN’s legislative franchise: “Hindi mababaw ang rason ng pangulo sa kanyang grievances against the network. Nasaktan ang presidente, nababoy ang presidente (The president’s grievances against the network are not superficial. The president was hurt. The president was disrespected).” One News has also debunked Go’s fake quote in a May 9 tweet. The original infographic was Go’s statement on the new rate for members’ health insurance contribution to the Philippine Health Insurance Corporation (Philhealth), where he urged the agency to grant the needed payment extension amid the COVID-19 pandemic. Go released a statement on the May 5 Cease-and-Desist Order by the National Telecommunications Commission (NTC) against ABS-CBN. Referring to a bill seeking to renew the network’s franchise, the senator is “urging the House of Representatives to act on this matter with due haste.” “Upon reaching the Senate and once we have had a chance to conduct our own hearings on the matter, that is when I will decide and vote according to my conscience and the interest of the Filipino people,” he said. The fake quote card was made days after ABS-CBN was barred from operating past the expiration of its franchise on May 4. The netizen’s tweet of the fabricated quote card reached 147 retweets, 763 likes and 150 comments. (Editor’s Note: VERA Files has partnered with Facebook to fight the spread of disinformation. Find out more about this partnership and our methodology.)",True,true,VERA FILES FACT CHECK: Bong Go quote on ABS-CBN shutdown FAKE,https://verafiles.org/articles/vera-files-fact-check-bong-go-quote-abs-cbn-shutdown-fake,Vera Files
"A day after a Philippine Air Force (PAF) helicopter crashed in Bohol, a Facebook (FB) user published on April 28 a false post claiming one of the victims had to wait in an ambulance until Sen. Christopher “Bong” Go arrived. The erroneous FB post featured two images which bore the caption: “PAF helicopter crash victim in Bohol had to wait for Bong Go because he told them that he would ‘assist’ the victim.” The senator did not cause any delay in transporting the crash victims, said the People’s Television Network in an FB post on April 29, based on a statement from Col. Antonio Francisco, chief of command staff of the PAF’s Air Mobility Command, who was with Go at the time. “Wala naman aniyang naantala sa operasyon (The operation, he said, was not stalled),” the state broadcaster quoted Francisco as saying. The military officer said Go was about to board his plane when he was informed that an ambulance carrying victims of the chopper crash was in the area, so he ran to see them. Go was in Lapu-Lapu City in Cebu province as a guest speaker for the 500th anniversary of the Victory of Mactan. One person died while three were hurt in the helicopter mishap in Bohol which happened during an engineering flight on the morning of April 27. The survivors were taken to Cebu and are reportedly now out of danger. The Office of Sen. Go said the senator has extended assistance to the family of the deceased pilot and to the survivors. Another FB page, R E S I B O, also posted a screenshot of the same false post. Collectively, the two posts obtained over 3,000 shares, 3,700 reactions and 420 comments. (Editor’s Note: VERA Files has partnered with Facebook to fight the spread of disinformation. Find out more about this partnership and our methodology.)",True,true,VERA FILES FACT CHECK: Bohol chopper crash victim WAS NOT told to wait for Bong Go,https://verafiles.org/articles/vera-files-fact-check-bohol-chopper-crash-victim-was-not-tol,Vera Files
